100571	23.806	24975
100565	23.8659	24975
100442	23.8438	24975
100550	23.5133	24975
100586	23.8262	24975
100360	24.0657	24975
100442	23.8772	24975
100453	23.882	24975
100627	23.8597	24975
100377	23.9259	24975
18408.7	1.16868	24975
32700.9	1.55875	24975
3674.5	0.858374	24975
14548.5	1.4694	24975
32615.3	2.05169	24975
57922.2	2.69893	24975
5742.4	1.3594	24975
22764.5	2.32521	24975
50988.9	3.25572	24975
90242.9	4.19887	24975
16106.1	1.33006	24975
16177.4	1.31753	24975
16038.5	1.31803	24975
16060.3	1.32517	24975
16176.7	1.33843	24975
16061.1	1.32608	24975
16075.4	1.30137	24975
16146.6	1.30264	24975
15889.2	1.30396	24975
16076.1	1.30799	24975
