106739	43.6282	314896
106829	38.9329	289330
106479	41.8564	304075
106652	42.113	304389
107043	40.1259	300009
106734	39.3803	298332
106715	42.261	310646
106670	42.4366	306633
107195	42.0621	302890
106854	39.2987	288949
19485.8	1.72957	123893
34187.6	3.60574	151402
4124.4	0.717718	194371
15789.6	2.36924	209893
34324.2	4.04161	170351
60213	6.92641	170419
6386.6	1.27639	224836
24313.4	3.3468	198029
53296.8	5.90613	166360
93426.4	8.94794	152350
16916.1	1.15655	204440
17132.5	1.49886	264848
16854.2	1.28942	214621
16784.5	1.44737	235181
16985.4	1.10289	189161
16805.1	1.44904	250453
17025	1.60348	277184
16882.1	1.42973	242515
16819.9	1.6112	271301
17020.1	1.49715	259134
