106486	1.95395	489.16
106441	1.85512	478.94
106191	1.76944	436.56
106261	1.84228	444.14
106614	1.87166	471.04
106573	1.88306	489.2
106524	1.75788	450.84
106322	1.77976	464.72
106467	1.92881	477.06
106585	1.80163	467.84
20626.3	0.0973569	398.6
35660.8	0.164802	432.7
4535.76	0.0198419	186.72
16891.4	0.121492	394.08
36262.5	0.353477	533.4
62714.8	0.672414	686.12
7006.32	0.0491538	239.74
25869.1	0.333542	536.82
55895.7	0.795972	741.28
96394.6	1.14058	776.76
18062.7	0.0728981	262.74
18185.5	0.0698198	277.6
18036	0.0609001	265.22
18055.7	0.0793108	253.86
18013.8	0.0692024	292.98
17990.6	0.0595784	262.26
18149.8	0.0826272	297.44
18099.3	0.0665313	281.32
17814.9	0.0612143	293.84
18042.5	0.0718289	267.48
