113776	172.293	1771.4
113413	160.427	1715.8
113314	166.142	1739.4
113629	171.914	1813.9
113613	174.249	1794.6
113347	158.605	1738.9
113746	171.656	1780.3
113401	177.631	1790.1
113655	162.381	1712.9
113482	175.787	1766.1
20704	10.8909	423.6
35745	15.4952	511.2
4653	2.80544	198.2
17020	8.63016	418.3
36364	19.0671	600.8
62806	34.3534	784.5
7057	4.20101	277.8
25977	14.6231	566.1
56210	30.7497	819.7
97221	57.6885	1073.6
18072.1	7.05474	333.9
18193.7	5.73836	306.3
18057.1	6.41487	320.4
18060.5	8.16905	333.8
18017.4	6.02595	291.7
18024.5	5.69318	302.7
18163.7	7.73885	337.5
18109.2	5.64627	278.9
17837.2	5.48938	298
18059.7	6.84102	317.4
