113054	40.6578	207.4
113241	54.0231	260.4
113293	41.1937	173.4
113248	32.7488	150
113399	46.0528	217.4
113338	41.4238	222
113450	30.9779	154.8
113314	47.5606	219.2
113036	30.131	155
113543	52.1171	230.8
20650	2.39299	67
35742	2.52537	44.6
4615	0.398986	15.4
16948	0.758402	13.4
36327	4.09818	68.2
62699	7.13911	91
6975	0.517853	12.6
25953	1.38322	27.4
55992	10.1462	155.6
97213	12.5458	150.8
18034.7	1.89784	56.2
18211.3	2.15262	84.8
18065.4	1.47689	33.8
18101.7	3.02903	72.6
18057.6	2.46421	72.8
17918.3	2.07736	50.4
18158.6	1.27569	42.4
18109.2	2.53345	70.8
17831.3	0.75972	19.4
18066.9	1.38801	53.4
