108891	24.4233	1997.5
108830	24.405	1996.35
108791	24.3328	1997.75
108841	24.3705	1995.6
108549	24.4211	1997.3
108694	24.4364	1996.3
108899	24.3507	1997.9
108681	24.4853	1997.6
108659	24.4153	1997
108775	24.3466	1997.8
20206.7	1.20194	1997.55
35246.8	1.59528	1996.75
4333.85	0.868631	1995.8
16305.5	1.5129	1997.45
35615.8	2.09646	1995.45
61871.5	2.76473	1997.45
6605.75	1.37386	1996.2
25023.5	2.35214	1995.5
54865.7	3.30494	1997.1
95792.9	4.31045	1997.55
17608.8	1.36727	1997.3
17756.5	1.3738	1996.6
17718	1.37431	1995
17749.5	1.35535	1997.1
17658.9	1.36712	1995.6
17582.4	1.37671	1997.1
17810	1.39016	1994.9
17649.3	1.37054	1998.4
17414.2	1.34627	1996.05
17721.8	1.33805	1996.65
