105344	1.36342	8913
106374	1.6805	10201
106137	1.6231	11355.5
106058	1.47381	9198.5
106222	1.3582	8355.5
106156	1.34014	8010.5
106126	1.37532	8405.5
105580	1.37907	8819.5
106000	1.4398	9110.5
105870	1.15298	6355
20615.5	0.108794	12254.5
35745	0.207137	12732
4610	0.0220685	8346
16881	0.120156	16505
36130	0.31353	20129
62332.5	0.515377	18199
6992	0.0500965	14508
25396	0.201794	17579
55189	0.40222	15390
95558	0.619741	13556.5
18046	0.0729705	20111
18208.6	0.0750675	21829
18032.2	0.0886425	23856.5
18035.9	0.079868	22489
18041	0.0821845	22956
17977.3	0.0644635	16697.5
18164.7	0.0856165	22787
18109.2	0.0891885	23495
17825.9	0.06394	16209.5
18030.4	0.091104	24736
