100357	23.7402	24975
100436	24.0439	24975
100529	23.8587	24975
100462	23.6594	24975
100527	23.6711	24975
100467	23.6678	24975
100406	23.7986	24975
100579	23.363	24975
100426	23.8916	24975
100456	23.8924	24975
18361.4	1.16724	24975
32650	1.53716	24975
3700.5	0.859963	24975
14640.9	1.43034	24975
32698.6	2.03306	24975
57871.2	2.7099	24975
5736.1	1.31752	24975
22763.1	2.27312	24975
50914.8	3.28185	24975
90247.5	4.22294	24975
16103.9	1.33803	24975
16210.5	1.28921	24975
16024	1.30827	24975
16033.4	1.30079	24975
16126.3	1.33237	24975
16054.5	1.31473	24975
16092.2	1.28402	24975
16133.1	1.31018	24975
15901	1.30157	24975
16123.1	1.30671	24975
