112139	0.313385	1.05
112118	0.321013	2.25
112541	0.288429	0
112590	0.284905	0
112255	0.306352	3.9
112359	0.318281	1.5
112590	0.31463	2.25
112033	0.305869	2.3
112429	0.34008	3.85
112634	0.286426	0
20432.8	0.0110483	1.15
35587.3	0.0282421	2.3
4544.6	0.00543295	1
16888	0.0103188	0
36065	0.0169275	0
62297	0.0326915	1
6938	0.00754765	0
25843	0.0156573	0
55413.4	0.0304324	1.5
96594	0.0393123	1
17833.3	0.0103931	1
17973	0.00758135	0
17973.3	0.0075862	0
17866.3	0.0103609	1
17822.9	0.0074831	0
17741.1	0.007515	0
18016.5	0.00802805	0
17897.7	0.0077239	0
17787.1	0.0119998	1.3
17899.2	0.012851	2.05
