112082	0.278323	1.1
112227	0.32519	3.515
112201	0.30489	3.78
112279	0.337458	4.22
112684	0.30583	2.52
111999	0.35872	7.37
112501	0.3179	2.68
112210	0.336579	3.855
112177	0.277753	1.12
112568	0.281696	1.22
20448.5	0.0109384	1.37
35394.4	0.0149612	1.2
4478.64	0.0057516	2.1
16636.5	0.0111833	2.085
35925	0.0226919	3.065
62122.8	0.0270332	2.47
6925.27	0.00692402	1.13
25644.5	0.0189515	1.805
55385.8	0.0732556	12.625
96375.2	0.0686731	5.565
17660.1	0.00886575	2.61
17875.1	0.00793391	2.585
17589.6	0.0114358	2.495
17933.8	0.00707426	2.24
17688.1	0.008035	2.455
17847	0.00892483	2.395
17896.1	0.00906346	2.525
17887.7	0.00740926	2.17
17531.2	0.00747566	3.01
17855.5	0.00841846	2.525
