113062	39.8933	1503.7
113105	38.2449	1492.2
113115	42.3714	1539.5
113377	45.0941	1640.9
113175	42.0907	1571.7
113249	40.7679	1535.4
113356	40.7545	1519.8
113072	39.816	1550.2
113164	39.0092	1567.8
113353	42.8244	1595.6
20593.9	0.0947878	389.1
35687	0.194545	500.5
4604	0.0214858	160
16889.6	0.11732	391.6
36264.2	0.379252	564
62769	0.7095	710.6
7014.6	0.0594949	254.3
25852.2	0.322066	516.4
55981.4	0.857859	743
97088.6	1.76636	940.2
17998.5	0.0595378	239.3
18195.6	0.0585366	273.7
18021	0.0754883	278.6
18040.5	0.0935181	289.4
18021.8	0.0764993	276.2
17958.9	0.0609477	255.2
18153.1	0.102759	318.5
18074	0.055433	234.7
17821.7	0.0737331	298.4
18062.5	0.0759365	254
