1	3662
2	3662
3	3662
4	3662
5	3662
6	3662
7	3662
8	3662
9	3662
10	3993
11	3993
12	3993
13	3993
14	3993
15	3993
16	3993
17	3993
18	3993
19	3993
20	4140
21	4140
22	4140
23	4140
24	4140
25	4140
26	4140
27	4140
28	4140
29	4140
30	4242
31	4242
32	4242
33	4242
34	4242
35	4242
36	4242
37	4242
38	4242
39	4242
40	4227
41	4227
42	4227
43	4227
44	4227
45	4227
46	4227
47	4227
48	4227
49	4227
50	4300
51	4300
52	4300
53	4300
54	4300
55	4300
56	4300
57	4300
58	4300
59	4300
60	4377
61	4377
62	4377
63	4377
64	4377
65	4377
66	4377
67	4377
68	4377
69	4377
70	4375
71	4375
72	4375
73	4375
74	4375
75	4375
76	4375
77	4375
78	4375
79	4375
80	4388
81	4388
82	4388
83	4388
84	4388
85	4388
86	4388
87	4388
88	4388
89	4388
90	4385
91	4385
92	4385
93	4385
94	4385
95	4385
96	4385
97	4385
98	4385
99	4385
100	4395
101	4395
102	4395
103	4395
104	4395
105	4395
106	4395
107	4395
108	4395
109	4395
110	4443
111	4443
112	4443
113	4443
114	4443
115	4443
116	4443
117	4443
118	4443
119	4443
120	4436
121	4436
122	4436
123	4436
124	4436
125	4436
126	4436
127	4436
128	4436
129	4436
130	4440
131	4440
132	4440
133	4440
134	4440
135	4440
136	4440
137	4440
138	4440
139	4440
140	4450
141	4450
142	4450
143	4450
144	4450
145	4450
146	4450
147	4450
148	4450
149	4450
150	4447
151	4447
152	4447
153	4447
154	4447
155	4447
156	4447
157	4447
158	4447
159	4447
160	4466
161	4466
162	4466
163	4466
164	4466
165	4466
166	4466
167	4466
168	4466
169	4466
170	4429
171	4429
172	4429
173	4429
174	4429
175	4429
176	4429
177	4429
178	4429
179	4429
180	4512
181	4512
182	4512
183	4512
184	4512
185	4512
186	4512
187	4512
188	4512
189	4512
190	4522
191	4522
192	4522
193	4522
194	4522
195	4522
196	4522
197	4522
198	4522
199	4522
200	4522
201	4522
202	4522
203	4522
204	4522
205	4522
206	4522
207	4522
208	4522
209	4522
210	4527
211	4527
212	4527
213	4527
214	4527
215	4527
216	4527
217	4527
218	4527
219	4527
220	4523
221	4523
222	4523
223	4523
224	4523
225	4523
226	4523
227	4523
228	4523
229	4523
230	4523
231	4523
232	4523
233	4523
234	4523
235	4523
236	4523
237	4523
238	4523
239	4523
240	4534
241	4534
242	4534
243	4534
244	4534
245	4534
246	4534
247	4534
248	4534
249	4534
250	4534
251	4534
252	4534
253	4534
254	4534
255	4534
256	4534
257	4534
258	4534
259	4534
260	4541
261	4541
262	4541
263	4541
264	4541
265	4541
266	4541
267	4541
268	4541
269	4541
270	4541
271	4541
272	4541
273	4541
274	4541
275	4541
276	4541
277	4541
278	4541
279	4541
280	4541
281	4541
282	4541
283	4541
284	4541
285	4541
286	4541
287	4541
288	4541
289	4541
290	4541
291	4541
292	4541
293	4541
294	4541
295	4541
296	4541
297	4541
298	4541
299	4541
300	4541
301	4541
302	4541
303	4541
304	4541
305	4541
306	4541
307	4541
308	4541
309	4541
310	4541
311	4541
312	4541
313	4541
314	4541
315	4541
316	4541
317	4541
318	4541
319	4541
320	4541
321	4541
322	4541
323	4541
324	4541
325	4541
326	4541
327	4541
328	4541
329	4541
330	4541
331	4541
332	4541
333	4541
334	4541
335	4541
336	4541
337	4541
338	4541
339	4541
340	4541
341	4541
342	4541
343	4541
344	4541
345	4541
346	4541
347	4541
348	4541
349	4541
350	4541
351	4541
352	4541
353	4541
354	4541
355	4541
356	4541
357	4541
358	4541
359	4541
360	4541
361	4541
362	4541
363	4541
364	4541
365	4541
366	4541
367	4541
368	4541
369	4541
370	4541
371	4541
372	4541
373	4541
374	4541
375	4541
376	4541
377	4541
378	4541
379	4541
380	4541
381	4541
382	4541
383	4541
384	4541
385	4541
386	4541
387	4541
388	4541
389	4541
390	4541
391	4541
392	4541
393	4541
394	4541
395	4541
396	4541
397	4541
398	4541
399	4541
400	4541
401	4541
402	4541
403	4541
404	4541
405	4541
406	4541
407	4541
408	4541
409	4541
410	4541
411	4541
412	4541
413	4541
414	4541
415	4541
416	4541
417	4541
418	4541
419	4541
420	4541
421	4541
422	4541
423	4541
424	4541
425	4541
426	4541
427	4541
428	4541
429	4541
430	4541
431	4541
432	4541
433	4541
434	4541
435	4541
436	4541
437	4541
438	4541
439	4541
440	4541
441	4541
442	4541
443	4541
444	4541
445	4541
446	4541
447	4541
448	4541
449	4541
450	4541
451	4541
452	4541
453	4541
454	4541
455	4541
456	4541
457	4541
458	4541
459	4541
460	4541
461	4541
462	4541
463	4541
464	4541
465	4541
466	4541
467	4541
468	4541
469	4541
470	4541
471	4541
472	4541
473	4541
474	4541
475	4541
476	4541
477	4541
478	4541
479	4541
480	4541
481	4541
482	4541
483	4541
484	4541
485	4541
486	4541
487	4541
488	4541
489	4541
490	4541
491	4541
492	4541
493	4541
494	4541
495	4541
496	4541
497	4541
498	4541
499	4541
500	4541
501	4541
502	4541
503	4541
504	4541
505	4541
506	4541
507	4541
508	4541
509	4541
510	4541
511	4541
512	4541
513	4541
514	4541
515	4541
516	4541
517	4541
518	4541
519	4541
520	4541
521	4541
522	4541
523	4541
524	4541
525	4541
526	4541
527	4541
528	4541
529	4541
530	4541
531	4541
532	4541
533	4541
534	4541
535	4541
536	4541
537	4541
538	4541
539	4541
540	4541
541	4541
542	4541
543	4541
544	4541
545	4541
546	4541
547	4541
548	4541
549	4541
550	4541
551	4541
552	4541
553	4541
554	4541
555	4541
556	4541
557	4541
558	4541
559	4541
560	4541
561	4541
562	4541
563	4541
564	4541
565	4541
566	4541
567	4541
568	4541
569	4541
570	4541
571	4541
572	4541
573	4541
574	4541
575	4541
576	4541
577	4541
578	4541
579	4541
580	4541
581	4541
582	4541
583	4541
584	4541
585	4541
586	4541
587	4541
588	4541
589	4541
590	4541
591	4541
592	4541
593	4541
594	4541
595	4541
596	4541
597	4541
598	4541
599	4541
600	4541
601	4541
602	4541
603	4541
604	4541
605	4541
606	4541
607	4541
608	4541
609	4541
610	4541
611	4541
612	4541
613	4541
614	4541
615	4541
616	4541
617	4541
618	4541
619	4541
620	4541
621	4541
622	4541
623	4541
624	4541
625	4541
626	4541
627	4541
628	4541
629	4541
630	4541
631	4541
632	4541
633	4541
634	4541
635	4541
636	4541
637	4541
638	4541
639	4541
640	4541
641	4541
642	4541
643	4541
644	4541
645	4541
646	4541
647	4541
648	4541
649	4541
650	4541
651	4541
652	4541
653	4541
654	4541
655	4541
656	4541
657	4541
658	4541
659	4541
660	4541
661	4541
662	4541
663	4541
664	4541
665	4541
666	4541
667	4541
668	4541
669	4541
670	4541
671	4541
672	4541
673	4541
674	4541
675	4541
676	4541
677	4541
678	4541
679	4541
680	4541
681	4541
682	4541
683	4541
684	4541
685	4541
686	4541
687	4541
688	4541
689	4541
690	4541
691	4541
692	4541
693	4541
694	4541
695	4541
696	4541
697	4541
698	4541
699	4541
700	4541
701	4541
702	4541
703	4541
704	4541
705	4541
706	4541
707	4541
708	4541
709	4541
710	4541
711	4541
712	4541
713	4541
714	4541
715	4541
716	4541
717	4541
718	4541
719	4541
720	4541
721	4541
722	4541
723	4541
724	4541
725	4541
726	4541
727	4541
728	4541
729	4541
730	4541
731	4541
732	4541
733	4541
734	4541
735	4541
736	4541
737	4541
738	4541
739	4541
740	4541
741	4541
742	4541
743	4541
744	4541
745	4541
746	4541
747	4541
748	4541
749	4541
750	4541
751	4541
752	4541
753	4541
754	4541
755	4541
756	4541
757	4541
758	4541
759	4541
760	4541
761	4541
762	4541
763	4541
764	4541
765	4541
766	4541
767	4541
768	4541
769	4541
770	4541
771	4541
772	4541
773	4541
774	4541
775	4541
776	4541
777	4541
778	4541
779	4541
780	4541
781	4541
782	4541
783	4541
784	4541
785	4541
786	4541
787	4541
788	4541
789	4541
790	4541
791	4541
792	4541
793	4541
794	4541
795	4541
796	4541
797	4541
798	4541
799	4541
800	4541
801	4541
802	4541
803	4541
804	4541
805	4541
806	4541
807	4541
