106149	1.26703	419
104838	1.27563	414
105698	2.20806	497
105919	1.40332	476
106259	1.56111	377
106882	3.22269	577
106423	1.85169	449
105891	1.87873	486
105931	1.91022	483
105961	1.78842	350
20565	0.101872	331
35688	0.220466	462
4529	0.027073	172
16764	0.129188	366
36297	0.405206	566
62062	0.492535	606
6995	0.039031	231
25780	0.372598	560
55290	0.635156	554
95377	0.572603	569
18042.8	0.101335	238
18181.2	0.099405	250
18046.3	0.093196	246
18058.9	0.147759	250
18004.6	0.112448	333
17972.2	0.074425	195
18163.7	0.145807	348
18094.6	0.069713	248
17840.9	0.083795	230
18043.9	0.092491	275
