106628	59.0902	324626
106720	58.2082	320756
106398	60.4751	323001
106556	59.2102	328851
106733	58.5162	313591
106950	58.3947	328158
106771	59.8216	324339
106577	57.4257	321559
107129	57.9522	333679
106792	55.7168	314618
19354.8	2.58272	170742
34050.2	4.70358	188671
4103.4	0.855719	209657
15727.2	2.93316	242695
34262.2	7.07467	231782
59923.6	9.18353	208907
6352.4	1.52211	223202
24268	4.48845	223519
53239.4	8.4723	208604
93132.8	13.8864	208528
16801.9	1.37929	197173
17043.2	2.02773	322801
16870.7	1.58353	250522
16713.3	1.71671	257431
16983.3	1.85319	289182
16850.2	1.75799	275568
16945.4	1.96778	316005
16792.9	1.82079	284221
16731.8	1.77564	275966
16882	1.72296	277548
