106602	49.0739	328885
106682	47.2971	326150
106660	48.8751	334009
106639	46.9536	321895
106941	46.4693	319813
106900	50.6289	333750
106719	50.0693	334451
106692	50.3327	334695
107308	51.0673	349747
106989	48.0246	325557
19379.4	2.51987	177501
34117.2	5.08422	209891
4142.4	0.779868	205618
15778	3.05045	259971
34282.4	5.561	229864
60009	9.95388	238926
6415	1.33494	233367
24269.4	3.81373	222063
53094.8	7.89786	211630
93308.2	13.0212	217283
16998.2	1.2892	220069
17043.4	1.70095	284421
16901.6	1.37259	238657
16848.2	1.60498	273074
16952.7	1.45728	253983
16875	1.74943	299757
16966	1.87826	317293
16904.4	1.44559	245675
16792.4	1.68961	284225
16906	1.64303	283055
